天干1,地支1,天干2,地支2,天干3,地支3,天干4,地支4,性别,合并,AI评分,评语
3,1,6,12,5,5,7,9,2,坤丙子己亥戊辰庚申,2,日月之灵是相识多年的老易友，此坤造是他发出来，试断了这个八字，这个八字财旺印弱，学历高，有些特点，做个记录。自己建了盲派八字实战群，各位老师轮流出题，答案只有出题老师知道，打真擂，上榜老师分享，收获良多。现在其它群基本不会断八字，除非是特别八字。坤：丙子?己亥?戊辰?庚申（空戌亥）胎元：庚寅??命宫：庚申大运：戊戌7 ?丁酉?丙申?乙未?甲午?癸巳戊辰日元生己亥月，财星当令。月上比却合财，自座比却，财库。比却合财要看体旺，能合住财，就有财。年上丙子，印星虚透，时上庚申，食神泄秀，合财是合不住。支申子辰三合财局，亥月财当令，财气冲天，可顺不可逆，反以食神顺生为用。问学历婚姻，断研究生，未婚，癸卯有动婚象，还断了上有一哥。学历看印。申子辰三合财局，命局财坏印，印星坏尽，只要大运制印星就有学历。大运一路西方运，食伤泄秀生财，财来坏印，不过大运天干印透，博士到不了，只能是研究生。一路食伤旺，不可能有婚。月上比却，很明显，上面有兄姐，断一哥，实际是姐。后面与日月之灵易友私聊，将家境，性格都断对。学过大龙盲派象法，直读就可以，不再解释。看到此处易友，帮点个赞，谢谢。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
7,5,9,7,1,1,7,7,1,乾庚辰壬午甲子庚午,1,这群里遇到一位易友，他会一些命理，当然分辨不了书中讲的什么是对，什么是错。子午双包子不冲午，地支符合火炽乘龙，和子午双包格诗句中的午多见辰更相宜，这些格式化的命理条文，时准时不准，准不知为什么，不准不知为什么。今天来看这一手盘，精神病。乾造：庚辰?壬午?甲子?庚午（空戌亥）胎元：癸酉??命宫：辛巳大运：癸未3?甲申?乙酉?丙戌甲子日元生壬午月，伤官当令月上透印，时上庚午，双伤官泄气，喜印印被双午冲，年上庚辰双午生辰变墓子水，命中水受伤重。印是祖基，家境一般，学历不会高，行西方运生印。双午冲子，水火交战，午是伤官代表思想，精神容易有病。断庚子年冲午，得病。反馈是壬寅年。没有细问，庚子年有没有精神上问题。壬寅年，寅木化子水生午火，印受制，伤太重，精神病。易友自己讲伤官伤尽，实际这盘杀能制尽？杀生印为喜，如制尽杀，精神上不是现在这样，控制能正常交流。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
4,6,7,11,1,5,1,11,1,乾丁巳庚戌甲辰甲戌,2,大龙盲派八字群422期，是思静老师提供的一手八字，反馈与八字符合，详细，及时，感恩思静老师辛苦值班！总分160分，140分以上的冠军，110分以上的亚军。很明显，上榜老师的得分都很高，经过多年的实战，各位老师命理水平提高很多。上面视频是各位上榜老师命理分享录屏，有兴趣的易友可以观看，想要八字实战的易友，欢迎加入大龙盲派八字实战群。乾：丁巳　庚戌　甲辰　甲戌（空寅卯）胎元：辛丑??命宫：丁未大运：　己酉3　戊申　丁未　丙午　乙巳　甲辰甲辰日元生庚戌月，财星当令，月令财生杀透，支三重土，食神盗气，很明显财重，喜印印不现，好在时上透比却，可以安身立命，也算勤干之人。财重无印，层次温饱，学历不高，喜印，印入墓，两戌冲辰，印墓也坏，工作不可能有贵气。这个八字婚不易看，双戌冲辰，妻宫双冲，离婚之象，好在时上甲透克座下戌，所以答的一婚。反馈是夫妻双方不在一起工作，经常分开，也应了双戌冲辰。此命最难的就是壬申年父亡，毕竟财当令食伤生财，印入墓，被冲两次，答这题时，是母亡还是父亡，我思考了有十几分钟，中间一度间隔几十分钟，正应了台上一分钟，台下十年功。毫无疑问，月上戌土就是父亲，时上戌土是继父。年上丁火相生，月上透庚杀盗气。戌月土当令，支三重土一火，初一看没有毛病。戌月丁入墓，辰冲戌，戌中丁火坏，月上庚盗气。如果父要出问题，一是大运坏了丁火，二是大运庚见根，泄尽戌土。戊申运壬申年，戊从巳中戌中出，大运虚透，命局土实大运怕虚，凶象毕露。流年壬申，庚金见根，泄尽大运的戊。大运申中壬水藏而不透，壬申年壬水透干，申化土生水，印的力量非常大，引动比却甲木，克财，父亡。大龙盲派以理服人！八字的开始是理，所以学命理的基础是理法。反馈后的命理分享，验证了父亡的推理，思维发散，灵识喷涌，当场实断，有继父，继父老婆亡，有小孩。反馈是有继父，其它二项不便找命主反馈。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
5,7,7,9,10,12,4,6,2,坤戊午庚申癸亥丁巳,3,此坤造是点射群里的易友提供，一手八字，细节也可以反馈。另还有一件趣事，之前找人算命，2000元，中间介绍之人拿了800，这中介很爽。实际此造，若找我算命，5000要收的，我算命按命收。大龙盲派八字实战群的八字，都是一手八字，无论答题对错，反馈后基本都能对照命局，反思推敲，总结得失。欢迎有志于命理研究的易友，入群实战。坤：戊午?庚申　癸亥　丁巳（空子丑）胎元：辛亥??命宫：甲子大运：己未8 ?戊午?丁巳?丙辰?乙卯?甲寅癸亥日元生庚申月，印星当令，月令白虎印天地一气。八字组合很好，身癸亥，印庚申，官戊午，财丁巳自座强根，福祷具全。戊癸合官，体旺能合住官，年官时财，互换禄元，富贵彰显，座下亥与时上巳冲，格局略微不美。问学历，婚姻，层次？断本科，公职处级，一婚，3-5千万反馈后，基本对。印当令，问学历，喜官生，早年行己未，戊午，官旺生印，本科没有问题，结合年代，那时本科，相当现在研究生，换在现在出生，断研究生，所以八字命理要与时俱进，灵活变通。婚姻断错，原命巳亥冲，丁巳大运，冲亥引动，婚姻出问题。看职业，财官互换禄，印星当令透天，自己合官，必是当官。官星无伤，支两见根，断处级，目前正科，也合理。看财，时上丁巳，财在门户，旺相，年上见禄，禄上透官合身，财官一体，大发其财，3-5千万。从八字上看，后面必有一却，反馈说找的大师说甲寅运不行，到时不干了。为什么是甲寅？庸师套书断命，甲寅伤官见官，会如庸师所断？子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
5,3,6,8,8,8,3,9,1,乾戊寅己未辛未丙申,2,实战出真识，吹牛没有用。大龙各大群实战，断如所见！所断截图，反馈截图，公众号，朋友圈，视频号全是如此，全网独此一家，秒杀古镇一嘴骗子。乾造：戊寅?己未?辛未?丙申（空戌亥）胎元：壬戌?命官：甲寅大运：庚申6 ?辛酉?壬戌?癸亥辛未日元生未月，印当令。辛未日生是孤寡，命局组合不好，刑克六亲，胎元逢空，也是福禄受损的信号。原命正偏印混杂，未月官有余气，所以一看八字，其母必克夫。这是最基本的，推父亡流年是另一事。四土生金，申冲寅，寅入未墓。庚申运，庚寅年，流年大耗，主孝。庚金盖头寅木，寅入未墓，父亡。申冲寅，肺癌。再看母，土太旺，又有官生，印过旺，过犹不及，不利寿。丙火虚透，伤了丙火母禄尽。辛酉运，丙辛合，母亡应期。流年辛丑，丙辛合入丑墓，母亡。这个八字，有一个问题可以思考，戊己土那个是母亲？丙申时，申在时，为什么上面亡了一个哥？子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
7,9,5,1,6,8,8,8,1,乾庚申戊子己未辛未,2,这是一手八字，发出来后，现场断后，有部分答案再支问的反馈。一婚娶的姐姐，二婚娶的妹妹，一对姐妹花，乱人伦。乾造：庚申?戊子?己未?辛未胎元：己卯?命宫：甲申大运：己丑10?庚寅?辛卯?壬辰己未日元生子月，财星当今，月上戊子，天干食伤混杂，财星与妻官穿，婚姻危险信号。问婚姻，娶的什么人。断娶二婚嫂子，反馈是小姨子。现断甲申一婚，丙戌离婚，小姨子二婚，出题老师自己也不知道，后面问到反馈都是。实际自己与小姨子前夫是连襟，也是异性兄弟。再来分析命局。子未穿，未中丁火坏，印星坏，无礼义廉耻，天干食伤生财，为达目的不选手段。戊子自合，财先让比却合，这是二婚之象，子未穿，也是二婚。财被妻宫穿坏，流年来生财自会结婚，甲申结婚，申在壬为一妻。引动比却，会离婚，丙戌年比却见根。印制伤官离婚。戊子财旺二婚，子是第二妻。为什么是小姨子？再回到先天命局，财都是年上庚申生的，申中壬是姐，子是妹，壬子都是庚申生，庚申是壬子的母亲，所以是亲姐妹，申到也是一婚，子到二婚。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
3,3,4,10,5,7,5,7,1,乾丙寅丁酉戊午戊午,2,阳刃指五阳干帝旺之处，四正子午卯酉为阳刃，五行纯而气盛，盛处藏衰，冲官劫财凶，阳刃多现越凶。阳刃叠叠五马分尸。这是一手案例，命主是一派出所所长，因公被枪击伤残。乾造：丙寅?丁酉?戊午?戊午（空子丑女）胎元：戊子??命宫：庚寅大运：戊戌10?己亥?庚子?辛丑戊午日元生丁酉月，伤官当令月上透印，戊午日伏吟到时，天干正偏印生身，失令不弱。印是官生，公务员小领导。阳刃叠叠，有伤残。我看到这个案例是，已经有反馈伤残，我断了庚子年枪击，反馈是。阳刃受制容易出问题，己亥运，比劫能克财，问题不大。庚子运，食生财，子冲午，水火相激，容易出问题。流年庚子，与大运伏吟，冲双午，血光之灾。好在年上见寅化了子水，只伤没有亡。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
5,1,1,3,6,4,8,8,2,坤戊子甲寅己卯辛未,2,这是山隐老师提供的一手案例，后面我们讨论交流了对这个盘的看法，大家取长补短，共同学习共同进步，这就是大龙盲派八字实战群的初衷。坤造：戊子??甲寅??己卯?辛未（空申酉）胎元：乙巳??命宫：庚申大运：癸丑7 ?壬子?辛亥?庚戌?己酉己卯日元生甲寅月，官星当令月上透官，甲己合，自己合官。体偏弱，寅中有甲戊丙，甲戊透，不见印，吃不了皇粮。戊子合财，子未穿财，用手脚吃饭，是牙医。问己卯年何事？答：夫亡。命中官杀当令，强旺。辛未时，未是己的根，按书房派，卯在夫宫是正夫，命局没有受制，夫星没有问题。但大龙盲派秘传夫法不这样，以未中乙为夫，戊子会，子未穿，夫弱。辛未时，食神克未中乙，大运己酉，食见根克夫。流年己卯，与大运地冲，正是夫亡应期，卯从未中出，食制杀，夫亡。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
4,4,3,7,10,6,9,1,2,坤丁卯丙午癸巳壬子,2,各位易友见过各种假大师，有敢实战？无论假大师的群，还是别人的群，反馈完假大师会出来马后炮，装一装。大龙各大群实断，所断截图反馈截图。坤造：丁卯??丙午?癸巳?壬子（空午未）胎元：丁酉??命宫：辛亥大运：丁未9?戊申?己酉?庚戌癸巳日元生丙午月，财星当令月上透财，年上丁卯，食生财。天干正偏财混杂，财星得令得势。时上壬子，日禄归时，财强身弱，影响层次。问：官贵？老板？打工？断打工，反馈是。这不仅是选择题，我们要知道为什么。官贵：至少有学历，初运丁未，子未穿，禄受制，喜印不见印，没学历，实际初中。老板：用食神生财，子卯刑，禄与食全坏，不是做生意的料。打工：虽行西方运扶身，但原局财太强，印无立身之地，行印运只是顺利，不可能有发迹。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
8,12,6,12,10,4,2,4,1,乾辛亥己亥癸卯乙卯,3,这是金刀驸马易友提供的一手案例，是他一个亲戚。甲午运40岁之前，一无事处，短短5.6年发富千万，时也命也。一子己婚，52岁还生一子，孙子比儿子大，人间一美谈。乾造：辛亥?己亥?癸卯?乙卯（空辰巳）胎元：庚寅??命宫：辛卯大运：戊戌3?丁酉?丙申?乙未?甲午?癸巳癸卯日元生己亥月，比劫当令月上透杀，年上辛亥，印生比劫，比劫一片，喜食伤泄。自座神食，时上乙卯，月上杀生印杀为忌，食神制杀，格局清纯。问职业，22年何事？答：小生意，22年发横财。实际是老板，22年得子，并且发财。比劫一片喜食伤泄，而食神在座下，食神是思想，暗生财，做老板。22年壬寅甲午运，大运伤官生财，流年伤官见禄生财，寅午半会，必然发财。命中杀虚透食制，子孙不旺，甲午运，杀见禄甲己合杀受克，流年寅生午，杀不受甲克，生子。52岁生子，讲实话，真不敢这样断。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
2,12,6,2,3,3,5,1,2,坤乙亥己丑丙寅戊子,1,这是含章老师提供的一手八字，他有几个盲师易友，经常交流。这是盲师提供的盘，他发出来交流。坤：乙亥?己丑?丙寅?戊子（空戌亥）胎元：庚辰?命官：庚辰?夫宫：丙戌丙寅日元生己丑，伤官当令月上透，伤官天地一气直透，命主行事不拘理法，不服管教。女命以夫子为贵，喜配印，年上还真透印，按病药说有贵。年上乙亥，正印在亥为死地，座空，遇而不遇，以座下枭寅为主。枭伤心性，说不得管不了，自私自利，享受放纵。年月时都有官，时上食神合官，月上丑合子，亥子丑合，伤官又是女命的下身，夫宫寅，与官都有感应，是不是靠身体赚钱？亥子丑合，是不是在不停换地方？断此女挣钱，可惜无反馈。年上乙亥，杀生的印，应该是五星酒店。无论什么行业，都有不同层次，毫无疑问，此女很高级。丙寅炉中火，这女的很漂亮，寅亥合空，寅是钢管，能歌善舞。亥子丑合，官喜丑中辛生，官人对她很是满意。胎元，命宫，夫宫，都是食神，夫宫又空，婚不好，但不会克夫老公，什么原因，易友们可以思考。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
8,8,8,4,7,5,8,6,1,乾辛未辛卯庚辰辛巳,1,这个案例看样子是转发的，没有其它细节。缅北电诈园，国内黑黑有名，这我们不敢参观，来赏析一个缅北电诈犯的八字，算是另一种兴致。乾造：辛未?辛卯?庚辰?辛巳（空申酉）胎元：己酉??命宫：丁酉大运：庚寅2 ?己丑?戊子?丁亥庚辰日元生辛卯月，财当令月上比劫，天干比劫一片虚透。月上比劫克财，年上辛未，比劫制财库，时上辛巳，阳刃架杀。命盘全是想制财官，座下印星，卯辰穿，财坏印。品德败坏，无法无天，嚣张跋扈，格局低下，违法信息明显。问癸卯年何事？答牢狱，反馈是。尽管比劫一片虚透，制财官，但是比劫不能坏。丁亥运癸卯年，大运丁克辛，亥卯未三合，财旺想发财。比劫坏，无取财手段，只能非法取财。癸卯年，卯辰穿，财生杀旺，诈骗被抓。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
6,6,4,4,7,5,9,7,2,坤己巳丁卯庚辰壬午,2,这是紫阳老师提供的一手案例，身边人，真实可靠。反馈后，我问紫阳老师，这女的是出轨后，老公才跳楼，反馈是。坤造：己巳?丁卯?庚辰?壬午（空申酉）胎元：戊午??命宫：壬申大运：戊辰5?己巳?庚午?辛未庚辰日元生丁卯月，财当令月上透官，年上己巳时上壬午，官在年时见强根，坐下卯木生，丁壬合官星以金水为用，大运不能再行官地，否则金水死绝，官禄尽。问壬寅年何事？答：夫亡自己亡。反馈是夫跳楼亡。庚午运壬寅年，寅木生午火，壬水被寅木泄水死，寅巳穿生旺巳火，巳中庚金损坏，金水死绝，夫亡。从另一个角度看，官星旺，大运再扶官星，旺极而亡。时上壬午，食神座在官上，午是老公。丁壬合，丁是另一个男人，所以我问出题老师，是不是命主出轨，老公跳楼，反馈是。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
1,11,8,8,1,3,4,4,1,乾甲戌辛未甲寅丁卯,2,很多易友有个认识，当令强好，失令弱差。实际任何五行，来自阴阳，过，不及都不理想，组合不好，就容易出问题。今天分享一个财星当令，父亡案例，供大家参考。乾造：甲戌?辛未?甲寅?丁卯（空子丑）胎元：壬戌??命宫：辛未大运：壬申5 ?癸酉?甲戌?乙亥甲寅日元生辛未月，财当令月上透官，年上甲戌，财当令财众。甲寅日元，时上卯木阳刃，年上甲助身，失令不弱。?问癸卯年何事？答：父亡。反馈是父丁巳月心梗。甲戌运癸卯年，年上甲戌伏吟到大运，戌为父原命卯戌合，戌上透七杀甲，财受制，这步运是父应事。癸卯年，卯戌合，合到财星父送终。各位易友思考下，为什么不是妻而是父亡？子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
2,10,3,11,1,11,3,3,1,乾乙酉丙戌甲戌丙寅,2,这是一个读者发的盘，想看看怎样。命理推断，不断过去，不断流年，怎样推断未来？大龙的朋友圈，公众号，视频号，全是我断截图，反馈截图。命理圈一直知道大龙断流年，层次，细节顶顶的。乾造：乙酉?丙戌?甲戌?丙寅（空申酉）胎元：戊子??命宫：辛巳大运：乙酉4?甲申?癸未?壬午甲戌日元生丙戌月，财当令月上透食，戌财从月伏到日，时上丙寅，双食泄身太过，好在时见寅，日禄归时有根气。年上乙酉，酉官克禄，日禄归时不喜官，双戌穿酉，官受制，禄可用。断家境一般，学习一般，辛丑年出灾撞邪，反馈是。双食盗气生财，喜印不见印，印生身这本，家境一般。读书行本方运克禄，本无学历，好在大运透比劫助身，读一本。双戌穿酉制官，乙酉运辛丑流年，丑刑戌辛克乙，丑加强了酉的力量，禄被克出灾，丑中辛为邪气，反馈家人问仙是。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
3,7,1,7,10,2,8,10,1,乾丙午甲午癸丑辛酉,4,亿万富翁发富的盘，在命理上有几种组合，官杀当财，食神制杀，官印相生，伤官生财，枭印夺食，很多是书上的凶神得用。实际命理中并无凶神吉神之说，命局中凶神得用，反而发富贵的层次更高。乾：丙午?甲午?癸丑?辛酉（空寅卯）胎元：乙酉?命宫：辛丑乙未6 丙申 丁酉 戊戌 己亥 庚子癸丑日元生甲午月，财当今，月上伤官泄身身财，年上财伏到月，财当令，又有源，亿万之巨。财有，如何取财？财能流通到自己，才是自己的财。午火生丑土，丑土生酉金，印来生身，顺生有情，终究发富。问结婚，座下印库，辛，癸都有用，伤官还生财，一婚。财来穿妻宫，美中不足，伤官生年月的财，情妇是多。有情妇与离婚是两回事，不可不辩。此造为什么发富不发贵，易友们可以想一想。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
4,4,10,4,9,9,10,4,1,乾丁卯癸卯壬申癸卯,2,乾：丁卯?癸卯?壬申?癸卯（空戌亥）胎元：甲午?命官：戊申大运：壬寅7?辛丑?庚子?己亥问一家三口职业？壬申日生癸卯月，伤官当令，三卯泄身太过，伤官无制很易走歪道，所以看到这种八字，要特别注意。天干两个干头刃助身，喜的是座下配印，卯申合，伤官有制。可以看到命主情商高，能力强，喜印座印，一路北方运程扶身，必是贵。天干比却助身，事业单位，财是火，电力单位。再看父。年上丁卯，伤官生的财，在年为大，必是吃国家俸禄，忌其旺，财不旺，父也是贵命。再看母。座下申为母，喜印而印在座下，卯申合，伤官生的财，来合申，是不是申也是吃回家俸禄？申的位置在日支，占的位置不好，权力无父大。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
3,11,6,12,1,7,5,5,1,乾丙戌己亥甲午戊辰,1,这是心安老师一手案例，一位盲师，儿子痴呆，结了三次婚。乾：丙戌?己亥?甲午?戊辰（空辰己）胎元：庚寅??命宫：庚寅大运：庚子8 ?辛丑?壬寅?癸卯?甲辰?乙巳?丙午甲午日元生己亥月，印星当令，月上透财。座下伤官，天干财星混杂，食神泄气，虽印星当今，土来浊水，较显无情。问工作，首先此造一眼看去无富贵，这没有争议。以胎元命宫来看，午临小耗，丙辛合，丑戌刑，辰戌冲，食伤库坏，这是先天眼盲之象。观其行运，东南向，日元有生扶，断是盲师，反馈是盲师。其子痴呆，与命局完全符合。官在戌中，被丙合制，以子孙宫来讲，临大耗，都是不吉。财来坏印，三婚无贤妻。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
6,10,4,2,4,10,8,2,1,乾己酉丁丑丁酉辛丑,1,文三爷，湖南非常有名的黑社会大佬，开赌场，放高利贷，组织、领导、参加黑社会性质案子，16年被网上举报，17年被抓住，19年被判无期徒刑。按照判决，资产有12亿。上有二姐，排老三。我找到提供这一手八字老师，八字来源非常可靠，具体怎样得到这个八字，有私密信息，不方便多讲。乾：己酉?丁丑?丁酉?辛丑（空辰巳）胎元：戊辰?命宫：丁卯大运：丙子5 ?乙亥?甲戌?癸酉?壬申丁酉日元生丁丑月，食神当今，月上比却助助身，胎元戊辰，伤官泄身，地支丑酉合财，只能顺财。时上辛丑，财星通门户，财成势，几十亿的巨富。月上比却助身，这就是问题，月上丁帮生食神，同时劫财，这个丁火即是贵人，也是手下小弟，丑财库从月，伏到时，自己得大财，别人得小财。甲戌运开始起家，戌是伤官，也是比劫库存，这步运，波折多。癸酉运，七杀制比却，发家。壬申运，丁壬合木，破局了。丁酉年，三丁成势，牢狱。以命相看，己巳运，应该可以出狱。为什么是黑社会？丑是财库又是食神，财从丑中出，四库中，丑中之物最阴暗。开赌场，放高利贷，打砸抢夺。八字不见阳，心狠手辣，毫无疑问，这八字女人也多。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
1,5,3,1,7,11,2,10,1,乾甲辰丙子庚戌乙酉,2,最近有几位老师私我，问怎样学好八字。我个人认为学习八字，一开始的方向要找到。现在八字命理断法很多，开始时是很难分辨。但是最好的方法，是唯一。无论哪种方法，一气生阴阳，阴阳生五行，五行生万物，五行是一切的基础。有条件的找个良师益友，能够给些指点，关键处点拔，事半功倍。找些志同道合者，共同前行，大龙盲派实战群正是这样的平台。打真擂，每天由冠军老师分享剖析命理。乾：甲辰?丙子?庚戌?乙酉（空寅卯）胎元：丁卯??命宫：己巳大运：丁丑4 ?戊寅?己卯?庚辰?辛巳?壬午?癸未庚戌日元生丙子月，伤官当令，月上透杀。伤官制杀，年上财星生杀，子辰合，伤官配印，财又坏印，所以这是一个混乱，无法取清的八字，乙庚合，合的阳刃的财，财星禄空，必是小财，温饱无疑。这个八字最出彩之处是无妻，要讲明白无妻，还是看原局。酉戌穿，阳刃穿到妻宫，克妻。年上甲辰，与庚戌天克地冲，这是财星与妻宫的冲，财入不了宫。原命的伤官被两个枭克，大运解决了财与伤的问题，就可成婚。戊寅运，财来克印，丙来泄财，不成。己卯运，卯戌合，酉来冲卯，进不到妻宫，还是无妻。庚辰比却夺财，无婚。南方运，财伤死绝，何来婚姻？子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
